workload,policy,prompt_idx,ttft_ms
templated_chat,js_apc,64,10.237
templated_chat,js_apc,65,10.429
templated_chat,js_apc,66,10.321
templated_chat,js_apc,67,10.029
templated_chat,js_apc,68,10.142
templated_chat,js_apc,69,9.992
templated_chat,js_apc,70,10.152
templated_chat,js_apc,71,10.433
templated_chat,js_apc,72,10.508
templated_chat,js_apc,73,10.514
templated_chat,js_apc,74,10.287
templated_chat,js_apc,75,10.229
templated_chat,js_apc,76,9.901
templated_chat,js_apc,77,9.876
templated_chat,js_apc,78,10.311
templated_chat,js_apc,79,10.217
templated_chat,js_apc,80,10.015
templated_chat,js_apc,81,10.296
templated_chat,js_apc,82,17.049
templated_chat,js_apc,83,10.277
templated_chat,js_apc,84,10.415
templated_chat,js_apc,85,10.551
templated_chat,js_apc,86,10.345
templated_chat,js_apc,87,9.834
templated_chat,js_apc,88,10.013
templated_chat,js_apc,89,10.289
templated_chat,js_apc,90,10.441
templated_chat,js_apc,91,10.222
templated_chat,js_apc,92,10.934
templated_chat,js_apc,93,10.816
templated_chat,js_apc,94,10.691
templated_chat,js_apc,95,17.704
templated_chat,js_apc,96,18.598
templated_chat,js_apc,97,10.916
templated_chat,js_apc,98,10.103
templated_chat,js_apc,99,10.641
templated_chat,js_apc,100,10.651
templated_chat,js_apc,101,10.484
templated_chat,js_apc,102,9.792
templated_chat,js_apc,103,10.285
templated_chat,js_apc,104,10.054
templated_chat,js_apc,105,17.671
templated_chat,js_apc,106,10.137
templated_chat,js_apc,107,10.183
templated_chat,js_apc,108,12.792
templated_chat,js_apc,109,9.971
templated_chat,js_apc,110,10.251
templated_chat,js_apc,111,10.267
templated_chat,js_apc,112,16.613
templated_chat,js_apc,113,15.137
templated_chat,js_apc,114,10.472
templated_chat,js_apc,115,9.862
templated_chat,js_apc,116,13.543
templated_chat,js_apc,117,11.557
templated_chat,js_apc,118,13.878
templated_chat,js_apc,119,11.808
templated_chat,js_apc,120,11.459
templated_chat,js_apc,121,10.938
templated_chat,js_apc,122,17.542
templated_chat,js_apc,123,17.266
templated_chat,js_apc,124,16.865
templated_chat,js_apc,125,10.601
templated_chat,js_apc,126,10.269
templated_chat,js_apc,127,10.351
templated_chat,js_apc,128,10.848
templated_chat,js_apc,129,10.771
templated_chat,js_apc,130,9.932
templated_chat,js_apc,131,10.455
templated_chat,js_apc,132,9.874
templated_chat,js_apc,133,10.324
templated_chat,js_apc,134,18.403
templated_chat,js_apc,135,11.09
templated_chat,js_apc,136,10.915
templated_chat,js_apc,137,10.097
templated_chat,js_apc,138,10.889
templated_chat,js_apc,139,10.672
templated_chat,js_apc,140,17.872
templated_chat,js_apc,141,10.702
templated_chat,js_apc,142,10.466
templated_chat,js_apc,143,10.197
templated_chat,js_apc,144,10.291
templated_chat,js_apc,145,10.393
templated_chat,js_apc,146,16.653
templated_chat,js_apc,147,10.887
templated_chat,js_apc,148,10.44
templated_chat,js_apc,149,10.221
templated_chat,js_apc,150,10.602
templated_chat,js_apc,151,12.785
templated_chat,js_apc,152,17.071
templated_chat,js_apc,153,19.64
templated_chat,js_apc,154,17.709
templated_chat,js_apc,155,10.001
templated_chat,js_apc,156,10.202
templated_chat,js_apc,157,9.86
templated_chat,js_apc,158,9.708
templated_chat,js_apc,159,10.341
templated_chat,js_apc,160,9.809
templated_chat,js_apc,161,9.857
templated_chat,js_apc,162,9.912
templated_chat,js_apc,163,10.211
templated_chat,js_apc,164,9.856
templated_chat,js_apc,165,10.295
templated_chat,js_apc,166,10.652
templated_chat,js_apc,167,11.332
templated_chat,js_apc,168,10.149
templated_chat,js_apc,169,9.828
templated_chat,js_apc,170,10.168
templated_chat,js_apc,171,9.976
templated_chat,js_apc,172,11.926
templated_chat,js_apc,173,10.229
templated_chat,js_apc,174,17.805
templated_chat,js_apc,175,9.941
templated_chat,js_apc,176,10.58
templated_chat,js_apc,177,10.513
templated_chat,js_apc,178,10.152
